"Message ID";"Date";"Author";"Type";"Run";"DAQ Name";"Good";"Problem Type";"Beam";"Energy";"Particles";"Attenuator upstream";"Attenuator downstream";"Source";"Gaz";"Scintillator";"Dif_Scintillator";"Tcherenkov";"Dif_Tcherenkov";"Position Bati X";"Position Bati Y";"Position Bati Z";"Number Dif";"Dif_Id1";"Position1 Z";"Type1";"HV1";"Gas Channel1";"HV Channel1";"Dif_Id2";"Position2 Z";"Type2";"HV2";"Gas Channel2";"HV Channel2";"Dif_Id3";"Position3 Z";"Type3";"HV3";"Gas Channel3";"HV Channel3";"Dif_Id4";"Position4 Z";"Type4";"HV4";"Gas Channel4";"HV Channel4";"Dif_Id5";"Position5 Z";"Type5";"HV5";"Gas Channel5";"HV Channel5";"Dif_Id6";"Position6 Z";"Type6";"HV6";"Gas Channel6";"HV Channel6";"Dif_Id7";"Position7 Z";"Type7";"HV7";"Gas Channel7";"HV Channel7";"Dif_Id8";"Position8 Z";"Type8";"HV8";"Gas Channel8";"HV Channel8";"Dif_Id9";"Position9 Z";"Type9";"HV9";"Gas Channel9";"HV Channel9"
135;Sun  09 Oct 2016 08:17:21 +0200;"DAQ";"Data";"733684";"GIFPP_STRIP_12";"Not Set";;"ON";;;"212";"221";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
136;Sun  09 Oct 2016 10:13:39 +0200;"DAQ";"Data";"733685";"GIFPP_STRIP_21";"Not Set";;"ON";;;"212";"211";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
137;Sun  09 Oct 2016 12:08:29 +0200;"DAQ";"Data";"733687";"GIFPP_STRIP_26";"Not Set";;"ON";;;"211";"333";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
138;Sun  09 Oct 2016 15:27:19 +0200;"DAQ";"Data";"733690";"GIFPP_STRIP_26";"No";"Strip chamber behavior changed";"ON";"150GeV";"Muons";"211";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"5000";;;"23";"160";"Unknown";"5000";;;"142";"180";"Unknown";"5000";;;"26";"200";"Unknown";"5000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
139;Sun  09 Oct 2016 16:07:10 +0200;"DAQ";"Data";"733691";"GIFPP_STRIP_22";"No";"Strip chamber behavior changed";"ON";"150GeV";"Muons";"211";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"5000";;;"23";"160";"Unknown";"5000";;;"142";"180";"Unknown";"5000";;;"26";"200";"Unknown";"5000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
140;Sun  09 Oct 2016 16:57:31 +0200;"DAQ";"Data";"733694";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"211";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
141;Sun  09 Oct 2016 17:24:43 +0200;"DAQ";"Data";"733695";"GIFPP_STRIP_22";"Not Set";;"ON";;;"211";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
142;Sun  09 Oct 2016 20:22:15 +0200;"DAQ";"Data";"733697";"GIFPP_STRIP_23";"Not Set";;"OFF";;;"211";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
143;Mon  10 Oct 2016 01:20:15 +0200;"DAQ";"Data";"733703";"GIFPP_STRIP_23";"Not Set";;"ON";"150GeV";"Muons";"113";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
144;Mon  10 Oct 2016 01:36:24 +0200;"DAQ";"Data";"733704";"GIFPP_STRIP_12";"Not Set";;"ON";;;"113";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
145;Mon  10 Oct 2016 01:40:47 +0200;"DAQ";"Data";"733706";"GIFPP_STRIP_26";"No";"HV";"ON";"150GeV";"Muons";"113";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
146;Mon  10 Oct 2016 01:57:31 +0200;"DAQ";"Data";"733709";"GIFPP_STRIP_26";"Not Set";;"ON";;;"113";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
147;Mon  10 Oct 2016 02:28:00 +0200;"DAQ";"Data";"733712";"GIFPP_STRIP_27";"Not Set";;"ON";"150GeV";"Muons";"113";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;"7000";;;;;;"7000";;;;;;"7000";;;;;;;;
148;Mon  10 Oct 2016 02:53:50 +0200;"DAQ";"Data";"733713";"GIFPP_STRIP_22";"Not Set";;"ON";;;"113";"333";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
149;Mon  10 Oct 2016 03:23:57 +0200;"DAQ";"Data";"733714";"GIFPP_STRIP_22";"Not Set";;"ON";;;"113";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
150;Mon  10 Oct 2016 03:36:02 +0200;"DAQ";"Data";"733715";"GIFPP_STRIP_12";"Not Set";;"ON";;;"113";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
151;Mon  10 Oct 2016 03:44:19 +0200;"DAQ";"Data";"733716";"GIFPP_STRIP_28";"Not Set";;"ON";;;"113";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
152;Mon  10 Oct 2016 03:50:06 +0200;"DAQ";"Data";"733717";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";"113";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
153;Mon  10 Oct 2016 11:15:59 +0200;"DAQ";"Data";"733721";"GIFPP_STRIP_22";"Not Set";;"ON";;;"113";"122";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
154;Mon  10 Oct 2016 15:01:00 +0200;"DAQ";"Data";"733726";"GIFPP_STRIP_22";"Not Set";;"ON";;;"113";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
155;Mon  10 Oct 2016 15:15:09 +0200;"DAQ";"Data";"733727";"GIFPP_STRIP_22";"Not Set";;"ON";;;"113";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
156;Mon  10 Oct 2016 15:28:18 +0200;"DAQ";"Data";"733729";"GIFPP_STRIP_22";"Not Set";;"ON";;;;;"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
157;Mon  10 Oct 2016 15:31:46 +0200;"DAQ";"Data";"733730";"GIFPP_STRIP_22";"Not Set";;"ON";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
158;Mon  10 Oct 2016 15:48:47 +0200;"DAQ";"Data";"733731";"GIFPP_STRIP_22";"Not Set";;"ON";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
159;Mon  10 Oct 2016 16:07:03 +0200;"DAQ";"Data";"733732";"GIFPP_STRIP_22";"Not Set";;"ON";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
160;Mon  10 Oct 2016 16:13:31 +0200;"DAQ";"Data";"733733";"GIFPP_STRIP_22";"No";"DAQ";"ON";"150GeV";"Muons";"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
161;Mon  10 Oct 2016 16:19:13 +0200;"DAQ";"Data";"733734";"GIFPP_STRIP_22";"No";"DAQ";"ON";"150GeV";"Muons";"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
162;Mon  10 Oct 2016 17:02:12 +0200;"DAQ";"Data";"733735";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
163;Mon  10 Oct 2016 17:11:19 +0200;"DAQ";"Data";"733736";"GIFPP_STRIP_22";"Not Set";;"ON";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
164;Mon  10 Oct 2016 17:39:34 +0200;"DAQ";"Data";"733737";"GIFPP_STRIP_22";"No";"DAQ";"OFF";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
165;Mon  10 Oct 2016 18:04:00 +0200;"DAQ";"Data";"733739";"GIFPP_STRIP_22";"No";"BIF trigger unplugged";"ON";"150GeV";"Muons";"122";"311";"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
166;Mon  10 Oct 2016 23:15:54 +0200;"DAQ";"Data";"733744";"GIFPP_STRIP_22";"No";"BIF trigger unplugged";"ON";"150GeV";"Muons";"122";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
167;Mon  10 Oct 2016 23:26:13 +0200;"DAQ";"Data";"733745";"GIFPP_STRIP_22";"Not Set";;"ON";;;"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
168;Tue  11 Oct 2016 00:18:03 +0200;"DAQ";"Data";"733746";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";"122";"311";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
169;Tue  11 Oct 2016 01:00:15 +0200;"DAQ";"Data";"733747";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";"122";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"6800";;;;;;"7000";;;;;;"7000";;;;;;"7000";;;;;;;;
170;Tue  11 Oct 2016 02:13:54 +0200;"DAQ";"Data";"733749";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";"122";"222";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;"7000";;;;;;;;;;;;"7000";;;;;;;;
171;Tue  11 Oct 2016 03:15:56 +0200;"DAQ";"Data";"733751";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";;;"OFF";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;"7000";;;;;;"7000";;;;;;"7000";;;;;;;;
172;Tue  11 Oct 2016 05:41:54 +0200;"DAQ";"Data";"733752";"GIFPP_STRIP_22";"No";"HV";"ON";"150GeV";"Muons";"113";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;"7000";;;;;;"7000";;;;;;"7000";;;;;;;;
173;Tue  11 Oct 2016 05:48:55 +0200;"DAQ";"Data";"733753";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";"113";"213";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;"7000";;;;;;"7000";;;;;;"7000";;;;;;;;
174;Tue  11 Oct 2016 10:58:22 +0200;"DAQ";"Data";"733755";"GIFPP_STRIP_22";"Not Set";;"ON";"150GeV";"Muons";"211";"222";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"6800";;;"26";"200";"Unknown";"6800";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
177;Tue  11 Oct 2016 18:36:04 +0200;"DAQ";"Data";"733766";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"122";"211";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"8000";;;"26";"200";"Unknown";"8000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
179;Tue  11 Oct 2016 18:44:24 +0200;"DAQ";"Data";"733771";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"122";"211";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"8000";;;"26";"200";"Unknown";"8000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
180;Tue  11 Oct 2016 20:17:27 +0200;"DAQ";"Data";"733772";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"113";"211";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"8000";;;"26";"200";"Unknown";"8000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
181;Tue  11 Oct 2016 23:54:56 +0200;"DAQ";"Data";"733773";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"211";"211";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"8000";;;"26";"200";"Unknown";"8000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
182;Wed  12 Oct 2016 02:44:41 +0200;"DAQ";"Data";"733774";"GIFPP_STRIP_22";"Not Set";;"OFF";;;"212";"211";"ON";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"9300";;;"23";"160";"Unknown";"9300";;;"142";"180";"Unknown";"8000";;;"26";"200";"Unknown";"8000";;;"6";"200";"Unknown";"7000";;;;;;;;;;;;;;;;;;;;;;;;;;
183;Wed  12 Oct 2016 05:26:02 +0200;"DAQ";"Data";"733775";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
184;Wed  12 Oct 2016 06:07:19 +0200;"DAQ";"Data";"733776";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
185;Wed  12 Oct 2016 12:41:04 +0200;"DAQ";"Data";"733777";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
186;Wed  12 Oct 2016 12:50:36 +0200;"DAQ";"Data";"733778";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
187;Wed  12 Oct 2016 12:54:06 +0200;"DAQ";"Data";"733779";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
188;Wed  12 Oct 2016 13:41:30 +0200;"DAQ";"Data";"733780";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
189;Wed  12 Oct 2016 13:47:58 +0200;"DAQ";"Data";"733781";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
190;Wed  12 Oct 2016 13:51:27 +0200;"DAQ";"Data";"733782";"GIFPP_STRIP_22";"Not Set";;"Not Set";;;;;"Not Set";"CMS";"Ours";"3";"No";;;;;"Eight";"2";"0";"Unknown";"Not Set";;;"23";"160";"Unknown";"Not Set";;;"142";"180";"Unknown";"Not Set";;;"26";"200";"Unknown";"Not Set";;;"6";"200";"Unknown";"Not Set";;;;;;;;;;;;;;;;;;;;;;;;;;
